Name,RA,Dec,AVM code,AVM description,Source
NGC 2126,90.6480000,49.8720000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2127,87.8425833,-69.3593444,3.6.4,Cluster of Stars,Simbad
NGC 2128,91.1426000,57.6278083,5;5.1.3,Lenticular Galaxy,Simbad
NGC 2129,90.2792000,23.3217000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2130,88.0958000,-67.3333000,3.6.4,Cluster of Stars,Simbad
NGC 2131,89.6980125,-26.6530639,5;5.1.1,Spiral Galaxy,Simbad
NGC 2132,88.8051000,-59.9136000,3.6,A group of stars,cseligman
NGC 2133,87.8726250,-71.1738583,3.6.4,Cluster of Stars,Simbad
NGC 2134,87.9831250,-71.0982139,3.6.4,Cluster of Stars,Simbad
NGC 2135,88.3888750,-67.4270778,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2136,88.2458000,-69.4933000,3.6.4,Cluster of Stars,Simbad
NGC 2137,88.3000000,-69.4833000,3.6.4,Cluster of Stars,Simbad
NGC 2138,88.7061250,-65.8369889,3.6.4,Cluster of Stars,Simbad
NGC 2139,90.2831792,-23.6723194,5,Emission-line galaxy,Simbad
NGC 2140,88.5727917,-68.6001056,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2141,90.7292000,10.4467000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2142,90.4694000,-10.6008000,3,5th mag star,cseligman
NGC 2143,90.7750000,5.7670000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2144,85.2384875,-82.1193528,5;5.1.1,Spiral Galaxy,Simbad
NGC 2145,88.5970000,-70.9023278,3.6.4,Cluster of Stars,Simbad
NGC 2146,94.6571250,78.3570194,5.3.3;5.1.2,Barred Galaxy,Simbad
NGC 2147,88.9429167,-68.2020861,3.6.4,Cluster of Stars,Simbad
NGC 2148,89.6910250,-59.1260333,5;5.1.1,Spiral Galaxy,Simbad
NGC 2149,90.8679208,-9.7277806,4.2.2,Reflection Nebula,Simbad
NGC 2150,88.9430917,-69.5608361,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 2151,89.0865000,-69.0184389,3.6.4,Cluster of Stars,Simbad
NGC 2152,90.2304917,-50.7408778,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 2153,89.4665417,-66.4005750,3.6.4,Cluster of Stars,Simbad
NGC 2154,89.4083000,-67.2617000,3.6.4,Cluster of Stars,Simbad
NGC 2155,89.6336250,-65.4773944,3.6.4,Cluster of Stars,Simbad
NGC 2156,89.4375000,-68.4600000,3.6.4.2,Globular Cluster,Simbad
NGC 2157,89.3976250,-69.1968528,3.6.4,Cluster of Stars,Simbad
NGC 2158,91.8542000,24.0967000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2159,89.4875000,-68.6233000,3.6.4.2,Globular Cluster,Simbad
NGC 2160,89.5542917,-68.2898778,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2161,88.9292000,-74.3538889,3.6.4,Cluster of Stars,Simbad
NGC 2162,90.1292000,-63.7217000,3.6.4.2,Globular Cluster,Simbad
NGC 2163,91.9562500,18.6575000,4.2.2,Reflection Nebula,Simbad
NGC 2164,89.7250000,-68.5183000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2165,92.7713000,51.6772000,3.6.4.1,Open cluster,cseligman
NGC 2166,89.8896250,-67.9419333,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2167,91.7303000,-6.2038000,3,Mag 6.6 star,cseligman
NGC 2168,92.2250000,24.3333000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2169,92.1250000,13.9670000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2170,91.9500000,-6.3850000,4.2.2,Reflection Nebula,Simbad
NGC 2171,89.6075500,-70.6544556,3.6.4,Cluster of Stars,Simbad
NGC 2172,90.0255417,-68.6364972,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2173,89.4917000,-72.9783000,3.6.4.2,Globular Cluster,Simbad
NGC 2174,92.4250000,20.5000000,4.2.1.1,HII (ionized) region,Simbad
NGC 2175,92.4125000,20.4867000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2176,90.3335417,-66.8542333,3.6.4,Cluster of Stars,Simbad
NGC 2177,90.3154167,-67.7337722,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2178,90.6981500,-63.7636167,5;5.1.3,Lenticular Galaxy,Simbad
NGC 2179,92.0091875,-21.7466667,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 2180,92.4500000,4.8067000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2181,90.6792000,-65.2650000,3.6.4,Cluster of Stars,Simbad
NGC 2182,92.3751583,-6.3278306,4.2.2,Reflection Nebula,Simbad
NGC 2183,92.7091708,-6.2002806,4.2.1.1,HII (ionized) region,Simbad
NGC 2184,92.8000000,-3.4330000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2185,92.5000000,-6.2000000,4.2.2,Reflection Nebula,Simbad
NGC 2186,93.0292000,5.4583000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2187,90.9508292,-69.5830611,5;5.1.3,Lenticular Galaxy,Simbad
NGC 2188,92.5404292,-34.1138722,5;5.1.6,Irregular Galaxy,Simbad
NGC 2189,93.0732000,1.1263000,0,Lost object of unknown nature,cseligman
NGC 2190,90.2583000,-74.7267000,3.6.4.2,Globular Cluster,Simbad
NGC 2191,92.0994958,-52.5122750,5;5.1.3,Lenticular Galaxy,Simbad
NGC 2192,93.8200000,39.8680000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2193,91.5708000,-65.0983000,3.6.4,Cluster of Stars,Simbad
NGC 2194,93.4266708,12.8016694,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2195,93.6000000,17.6500000,4.1.1,Insterstellar matter,Simbad
NGC 2196,93.0401375,-21.8059083,5;5.1.1,Spiral Galaxy,Simbad
NGC 2197,91.5292000,-67.0983000,3.6.4,Cluster of Stars,Simbad
NGC 2198,93.4728000,0.9920000,0,Lost object of unknown nature,cseligman
NGC 2199,91.1871792,-73.3998583,5;5.1.1,Spiral Galaxy,Simbad
NGC 2200,93.3232583,-43.6632028,5;5.1.1,Spiral Galaxy,Simbad
NGC 2201,93.3817458,-43.7047472,5;5.1.1,Spiral Galaxy,Simbad
NGC 2202,94.2250000,6.0000000,3.6.4,Cluster of Stars,Simbad
NGC 2203,91.1750000,-75.4383000,3.6.4,Cluster of Stars,Simbad
NGC 2204,93.8875000,-18.6650000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2205,92.6363458,-62.5384444,5;5.1.3,Lenticular Galaxy,Simbad
NGC 2206,93.9993292,-26.7654194,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 2207,94.0920542,-21.3727222,5.1.7,Interacting Galaxies,Simbad
NGC 2208,95.6443250,51.9096000,5;5.1.3,Lenticular Galaxy,Simbad
NGC 2209,92.1417000,-73.8417000,3.6.4.2,Globular Cluster,Simbad
NGC 2210,92.8804000,-69.1214000,3.6.4,Cluster of Stars,Simbad
NGC 2211,94.6264667,-18.5372111,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 2212,94.6490167,-18.5194306,5;5.1.1,Spiral Galaxy,Simbad
NGC 2213,92.6750000,-71.5288861,3.6.4,Cluster of Stars,Simbad
NGC 2214,93.2375000,-68.2600000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2215,95.2042000,-7.2833000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2216,95.3781750,-22.0874000,5;5.1.1,Spiral Galaxy,Simbad
NGC 2217,95.4157417,-27.2337389,5.3.2.4;5.1.2,Barred Galaxy,Simbad
NGC 2218,96.1690000,19.3355000,3.5,Group of five stars,cseligman
NGC 2219,95.8591000,-4.6805000,3.6.4.1,Open cluster,cseligman
NGC 2220,95.4580000,-44.7630000,3.6,Group of stars,cseligman
NGC 2221,95.0654917,-57.5784250,5.1.7;5.1.1,Spiral Galaxy,Simbad
NGC 2222,95.0670792,-57.5305611,5.1.7;5.1.2,Barred Galaxy,Simbad
NGC 2223,96.1495208,-22.8382500,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 2224,96.8833000,12.6555611,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2225,96.6550000,-9.6400000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2226,96.6719000,-9.6491000,3.6.4.1,Part of an open cluster,cseligman
NGC 2227,96.4915542,-22.0048361,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 2228,95.3148792,-64.4588778,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 2229,95.3486250,-64.9566806,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 2230,95.3649375,-64.9928056,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 2231,95.1797042,-67.5186000,3.6.4.2,Globular Cluster,Simbad
NGC 2232,96.8125000,-4.7583000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2233,95.4168083,-65.0333778,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 2234,97.3350000,16.7590000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2235,95.5919208,-64.9340278,5;5.5.3;5.1.3,Lenticular Galaxy,Simbad
NGC 2236,97.4180000,6.8170000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2237,97.6504167,4.9807222,3.6.4,Cluster of Stars,Simbad
NGC 2238,97.6250000,5.0500000,4.2.1.1,HII (ionized) region,Simbad
NGC 2239,97.9792000,4.9417000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2240,98.2917000,35.2500000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2241,95.7208000,-68.9250000,3.6.4,Cluster of Stars,Simbad
NGC 2242,98.5306667,44.7772472,4.1.3,Planetary Nebula,Simbad
NGC 2243,97.3917000,-31.2833000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2244,97.9792000,4.9417000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2245,98.1721708,10.1593111,4.2.2,Reflection Nebula,Simbad
NGC 2246,97.6647458,4.9853083,4.2.1,Bright Nebula,Simbad
NGC 2247,98.2683917,10.3224611,4.2.2,Reflection Nebula,Simbad
NGC 2248,98.6385000,26.3129000,3.6,Group of stars,cseligman
NGC 2249,96.4542000,-68.9200000,3.6.4.2,Globular Cluster,Simbad
NGC 2250,98.4220000,-5.0800000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2251,98.6583000,8.3667000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2252,98.7545833,5.4203889,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2253,100.8113542,65.6775222,5,Galaxy,Simbad
NGC 2254,98.9410000,7.6700000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2255,98.4942417,-34.8126139,5;5.5.3;5.1.1,Spiral Galaxy,Simbad
NGC 2256,101.8081667,74.2365111,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 2257,97.5500000,-64.3267000,3.6.4,Cluster of Stars,Simbad
NGC 2258,101.9424375,74.4818417,5.3.2;5.1.3,Lenticular Galaxy,Simbad
NGC 2259,99.6433292,10.8900000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2260,0.0000000,0.0000000,3.6.4.1,Open cluster,cseligman
NGC 2261,99.7917000,8.7500000,4.2.2,Reflection Nebula,Simbad
NGC 2262,99.9150000,1.1400000,3.6.4.1;5.1.6,Irregular Galaxy,Simbad
NGC 2263,99.6202000,-24.8486611,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 2264,100.2417000,9.8950000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2265,100.4208000,11.9050000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2266,100.8000000,26.9670000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2267,100.2154167,-32.4822694,5;5.1.2,Barred Galaxy,Simbad
NGC 2268,108.5726708,84.3822722,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 2269,100.8080000,4.6150000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2270,100.9875000,3.4783000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2271,100.7208167,-23.4759389,5;5.1.4,Elliptical Galaxy,Simbad
NGC 2272,100.6721125,-27.4594833,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 2273,102.5360958,60.8456944,5.3.2.2;5.1.2,Barred Galaxy,Simbad
NGC 2274,101.8224042,33.5672611,5.5.1;5.1.4,Elliptical Galaxy,Simbad
NGC 2275,101.8247583,33.5992000,5.5.1,Galaxy in Pair of Galaxies,Simbad
NGC 2276,111.8103542,85.7545000,5.1.7;5.1.1,Spiral Galaxy,Simbad
NGC 2277,101.9604000,33.4383000,3.6,Group of stars,cseligman
NGC 2278,102.0853000,33.4047000,3.6.3,,NED*
NGC 2279,102.1103000,33.4046000,3.6,3 stars,cseligman
NGC 2280,101.2046417,-27.6386111,5,Emission-line galaxy,Simbad
NGC 2281,102.0708000,41.0783000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2282,101.7125000,1.3150000,4.2.2,Reflection Nebula,Simbad
NGC 2283,101.4716708,-18.2105611,5;5.1.1,Spiral Galaxy,Simbad
NGC 2284,102.2846000,33.2209000,3.6,Four stars,cseligman
NGC 2285,102.3600000,33.3540000,3.6.3,,NED*
NGC 2286,101.9130000,-3.1550000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2287,101.5042000,-20.7567000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2288,102.7164750,33.4623583,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 2289,102.7231292,33.4787472,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 2290,102.7371208,33.4376361,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 2291,102.7441083,33.5251389,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 2292,101.9158292,-26.7461111,5.1.7;5.1.3,Lenticular Galaxy,Simbad
NGC 2293,101.9288000,-26.7543611,5.1.7;5.1.4,Elliptical Galaxy,Simbad
NGC 2294,102.7970875,33.5270722,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 2295,101.8475792,-26.7362083,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 2296,102.1629583,-16.9016111,4.2.2,Reflection Nebula,Simbad
NGC 2297,101.1025000,-63.7172750,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 2298,102.2475417,-36.0053056,3.6.4.2,Globular Cluster,Simbad
NGC 2299,102.7788000,-6.9971000,3.6.4.1,Open cluster,cseligman
NGC 2300,113.0853583,85.7088611,5.1.7;5.1.4,Elliptical Galaxy,Simbad
NGC 2301,102.9375000,0.4600000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2302,102.9750000,-7.0830000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2303,104.0730917,45.4928583,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 2304,103.7537500,18.0205611,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2305,102.1553958,-64.2733472,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 2306,103.6050000,-7.2050000,3.6.4,Cluster of Stars,Simbad
NGC 2307,102.2116833,-64.3355778,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 2308,104.6568000,45.2106083,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 2309,104.0200000,-7.1750000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2310,103.4748250,-40.8626111,5;5.1.3,Lenticular Galaxy,Simbad
NGC 2311,104.4470792,-4.6100000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2312,104.6949000,10.2651000,5,G,NED*
NGC 2313,104.5116667,-7.9450000,3.2.1,Variable Star of Orion Type,Simbad
NGC 2314,107.6356958,75.3266139,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 2315,105.6376583,50.5906056,5;5.1.3,Lenticular Galaxy,Simbad
NGC 2316,104.9237500,-7.7686111,3.6.4,Cluster of Stars,Simbad
NGC 2317,104.7021000,-7.7683000,4.2.1;4.2.2,Emission and reflection nebula,cseligman
NGC 2318,104.8876000,-13.7021000,3.6.4.1,Open cluster,cseligman
NGC 2319,105.1824708,3.0316500,3,Star,Simbad
NGC 2320,106.4251000,50.5811028,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 2321,106.4959958,50.7558444,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 2322,106.5012000,50.5102889,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 2323,105.6979208,-8.3377806,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2324,106.0292000,1.0450000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2325,105.6683458,-28.6972361,5.3.2;5.1.4,Elliptical Galaxy,Simbad
NGC 2326,107.0460125,50.6819639,5;5.1.2,Barred Galaxy,Simbad
NGC 2327,106.0333000,-11.3167000,4.2.2,Reflection Nebula,Simbad
NGC 2328,105.6508042,-42.0685778,5;5.1.4,Elliptical Galaxy,Simbad
NGC 2329,107.2832125,48.6155972,5.3.2;5.1.4,Elliptical Galaxy,Simbad
NGC 2330,107.3681250,50.1524917,5.5.3;5.1.3,Lenticular Galaxy,Simbad
NGC 2331,106.6800000,27.2550000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2332,107.3924042,50.1822167,5.3.2.3;5.1.4,Elliptical Galaxy,Simbad
NGC 2333,107.0889042,35.1701000,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 2334,107.4800000,50.1921000,5,G,NED*
NGC 2335,106.7042000,-10.0283000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2336,111.7668750,80.1780694,5.5.1;5.1.2,Barred Galaxy,Simbad
NGC 2337,107.5565792,44.4573361,5;5.1.6,Irregular Galaxy,Simbad
NGC 2338,106.9500000,-5.7170000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2339,107.0855958,18.7802972,5,HII Galaxy,Simbad
NGC 2340,107.7950208,50.1746944,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 2341,107.2995542,20.6028361,5;5.1.1,Spiral Galaxy,Simbad
NGC 2342,107.3253708,20.6358944,5,HII Galaxy,Simbad
NGC 2343,107.0250000,-10.6167000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2344,108.1196000,47.1667944,5;5.1.1,Spiral Galaxy,Simbad
NGC 2345,107.0750000,-13.1933000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2346,107.3438500,-0.8065611,4.1.3,Planetary Nebula,Simbad
NGC 2347,109.0170292,64.7115389,5.5.1;5.1.1,Spiral Galaxy,Simbad
NGC 2348,105.7625000,-67.4117000,3.6.4,Cluster of Stars,Simbad
NGC 2349,107.7000000,-8.6000000,3.6.4.1,Open cluster,DSObrowser
NGC 2350,108.3007667,12.2660306,5;5.1.3,Lenticular Galaxy,Simbad
NGC 2351,108.3686000,-11.4769000,3.6,Group of stars,cseligman
NGC 2352,108.4114000,-24.0937000,3.6,Group of stars,cseligman
NGC 2353,108.6250000,-10.2667000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2354,108.5417000,-25.6900000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2355,109.2458000,13.7500000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2356,109.2782000,13.9711000,3.6.4.1,Open cluster,cseligman
NGC 2357,109.4207542,23.3567444,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 2358,109.2250000,-17.1500000,3.6.4.1,Open cluster,cseligman
NGC 2359,109.6250000,-13.2300000,4.2.1.1,HII (ionized) region,Simbad
NGC 2360,109.4292000,-15.6417000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2361,109.5897000,-13.2130000,4.2.1,Emission nebula,cseligman
NGC 2362,109.6708000,-24.9550000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2363,112.1242917,69.1924444,5;5.1.6,Irregular Galaxy,Simbad
NGC 2364,110.2031000,-7.5644000,3.6.4.1,Open cluster,cseligman
NGC 2365,110.5939500,22.0832611,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 2366,112.2160417,69.2086389,5;5.1.6,Irregular Galaxy,Simbad
NGC 2367,110.0250000,-21.8817000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2368,110.2417000,-10.3783000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2369,109.1573042,-62.3437528,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 2370,111.2569333,23.7832694,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 2371,111.3945000,29.4906667,4.1.3,Planetary Nebula,Simbad
NGC 2372,111.3945000,29.4906667,4.1.3,Planetary Nebula,Simbad
NGC 2373,111.6540750,33.8238333,5;5.1.1,Spiral Galaxy,Simbad
NGC 2374,110.9833000,-13.2633000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2375,111.7896417,33.8317917,5;5.1.2,Barred Galaxy,Simbad
NGC 2376,111.6496333,23.0729417,5,Galaxy,Simbad
NGC 2377,111.2367333,-9.6593528,5.3.2;5.1.1,Spiral Galaxy,Simbad
NGC 2378,111.8595292,33.8112528,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 2379,111.8595292,33.8112528,5.5.2;5.1.3,Lenticular Galaxy,Simbad
NGC 2380,110.9781208,-27.5290611,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 2381,109.9889083,-63.0670250,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 2382,110.9781208,-27.5290611,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 2383,111.1667000,-20.9483000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2384,111.2917000,-21.0217000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2385,112.1167750,33.8377639,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 2386,112.1568000,33.7646000,3.6,A pair of stars,cseligman
NGC 2387,112.2413792,36.8797833,5,Galaxy,Simbad
NGC 2388,112.2225583,33.8190222,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 2389,112.2693625,33.8609806,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 2390,112.2570000,33.8311000,3,*,NED*
NGC 2391,112.3000000,33.8170000,3.6.4,Cluster of Stars,Simbad
NGC 2392,112.2948583,20.9118000,4.1.3,Planetary Nebula,Simbad
NGC 2393,112.5192417,34.0277750,5,Galaxy,Simbad
NGC 2394,0.0000000,0.0000000,3.6,Group of stars,cseligman
NGC 2395,111.7740000,13.5840000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2396,112.0000000,-11.7167000,3.6.4,Cluster of Stars,Simbad
NGC 2397,110.3333208,-69.0015167,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 2398,112.5672917,24.4878028,5,Galaxy,Simbad
NGC 2399,112.4697000,-0.3528000,3.6,Three stars,cseligman
NGC 2400,112.4947000,-0.3529000,3.6,Three stars,cseligman
NGC 2401,112.3520000,-13.9720000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2402,112.6941583,9.6469167,5,Galaxy,Simbad
NGC 2403,114.2141500,65.6025472,5.3.2,Active Galaxy Nucleus,Simbad
NGC 2404,114.2773000,65.6935000,4.2.1.1,,NED*
NGC 2405,113.0582667,25.9063528,5,Galaxy,Simbad
NGC 2406,112.9489500,18.2878333,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 2407,112.9861167,18.3331056,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 2408,115.0375000,71.6550000,3.6.4,Cluster of Stars,Simbad
NGC 2409,112.9042000,-17.1933000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2410,113.7594083,32.8221583,5.3.2,Active Galaxy Nucleus,Simbad
NGC 2411,113.6514750,18.2815167,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 2412,113.5897000,8.5447000,3,*,NED*
NGC 2413,113.2750000,-13.0330000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2414,113.3000000,-15.4533000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2415,114.2363750,35.2419556,5,G,NED*
NGC 2416,113.9230208,11.6120306,5;5.1.1,Spiral Galaxy,Simbad
NGC 2417,112.5504083,-62.2526583,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 2418,114.1563417,17.8839750,5.1.7,Interacting Galaxies,Simbad
NGC 2419,114.5354583,38.8819167,3.6.4.2,Globular Cluster,Simbad
NGC 2420,114.5958000,21.5733000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2421,114.0500000,-20.6170000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2422,114.1458000,-14.4833000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2423,114.2750000,-13.8717000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2424,115.1638250,39.2334167,5,Radio Galaxy,Simbad
NGC 2425,114.5620000,-14.8800000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2426,115.8268667,52.3184611,5.5.1;5.1.4,Elliptical Galaxy,Simbad
NGC 2427,114.1174000,-47.6355500,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 2428,114.8500000,-16.5330000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2429,115.9482250,52.3573833,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 2430,114.9000000,-16.3500000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2431,116.3062000,53.0752778,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 2432,115.2208000,-19.0767000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2433,115.6817500,9.2592222,3.6.3,Double or multiple star,Simbad
NGC 2434,113.7131792,-69.2841500,5.5.2;5.1.4,Elliptical Galaxy,Simbad
NGC 2435,116.0567708,31.6512611,5;5.1.1,Spiral Galaxy,Simbad
NGC 2436,116.5307000,52.0717000,5,G,NED*
NGC 2437,115.4417000,-14.8100000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2438,115.4604583,-14.7354722,4.1.3,Planetary Nebula,Simbad
NGC 2439,115.1875000,-31.6933000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2440,115.4787917,-18.2082500,4.1.3,Planetary Nebula,Simbad
NGC 2441,117.9782167,73.0156722,5.5.2;5.1.2,Barred Galaxy,Simbad
NGC 2442,114.0993417,-69.5308222,5.3.2.4,LINER-type Active Galaxy Nucleus,Simbad
NGC 2443,114.0993417,-69.5308222,5.3.2.4,LINER-type Active Galaxy Nucleus,Simbad
NGC 2444,116.7210292,39.0319361,5.1.7,Interacting Galaxies,Simbad
NGC 2445,116.7296083,39.0152694,5.5.1,Galaxy in Pair of Galaxies,Simbad
NGC 2446,117.1635958,54.6119694,5.5.2;5.1.1,Spiral Galaxy,Simbad
NGC 2447,116.1250000,-23.8567000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2448,116.1417000,-24.6800000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2449,116.8347000,26.9302167,5.5.2,Galaxy in Group of Galaxies,Simbad
NGC 2450,116.8844750,27.0190278,5,Radio Galaxy,Simbad
NGC 2451,116.3500000,-37.9670000,3.6.4,Cluster of Stars,Simbad
NGC 2452,116.8594583,-27.3351667,4.1.3,Planetary Nebula,Simbad
NGC 2453,116.9030000,-27.1930000,3.6.4.1,Open (galactic) Cluster,Simbad
NGC 2454,117.6459500,16.3685917,5,Galaxy,Simbad
NGC 2455,117.2580000,-21.2920000,3.6.4.1,Open (galactic) Cluster,Simbad
